review_id,student_id,instructor_id,course_id,review_text,rating_score,sentiment_label,sentiment_score,dominant_topic,confidence_level,keyword_tags
1205,943,29,138,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1206,778,33,27,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1207,2364,14,21,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1208,2928,54,48,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1209,2005,47,110,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1210,717,5,97,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1211,2702,22,52,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1212,333,66,45,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1213,2650,47,74,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1214,305,4,58,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1215,736,13,145,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1216,1653,27,52,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1217,934,74,149,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1218,2007,40,12,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1219,652,10,60,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1220,2761,6,106,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1221,233,41,24,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1222,899,47,32,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1223,2492,40,146,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
1224,777,25,13,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1225,613,22,139,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1226,2267,21,75,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1227,1390,2,148,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1228,1677,38,93,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1229,2924,1,55,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1230,1146,41,63,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1231,1258,32,77,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1232,1717,38,63,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1233,632,75,98,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1234,708,8,109,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1235,493,59,3,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1236,2352,54,90,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1237,1155,26,49,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1238,440,58,79,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1239,2254,21,124,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1240,1970,15,108,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1241,1035,29,120,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1242,1946,63,131,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1243,1498,16,12,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
1244,2666,65,140,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1245,276,74,101,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1246,1860,44,56,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1247,2513,62,11,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1248,2524,48,90,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1249,245,32,39,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1250,614,38,117,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1251,1682,52,144,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1252,1257,53,26,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1253,1117,48,19,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1254,1406,41,149,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1255,2728,68,39,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1256,66,47,108,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1257,2890,46,104,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1258,2076,42,83,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1259,903,53,77,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1260,1253,62,149,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1261,1941,55,139,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
1262,2750,35,149,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1263,495,47,113,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1264,2299,39,143,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1265,2938,28,87,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1266,1724,19,104,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1267,2294,71,14,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1268,1866,49,107,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1269,249,4,43,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
1270,2530,31,12,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
1271,1141,41,9,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1272,555,37,77,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1273,2529,5,59,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
1274,1243,59,42,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
1275,920,7,91,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
1276,2809,3,82,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1277,827,8,8,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1278,708,65,74,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1279,1379,44,98,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1280,1603,1,137,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
1281,1520,60,1,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
1282,2345,1,130,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1283,1873,39,149,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
1284,2132,37,133,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
1285,2075,9,48,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1286,1914,21,84,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1287,1133,14,111,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
1288,1652,45,114,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1289,712,69,87,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1290,2312,60,68,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1291,1947,60,30,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1292,795,25,97,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1293,2173,8,141,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1294,2609,75,80,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1295,1406,18,23,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1296,2209,50,59,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1297,2929,51,144,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
1298,509,14,43,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
1299,2691,70,100,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1300,1635,54,136,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1301,80,37,30,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1302,1338,55,65,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
1303,1053,23,32,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1304,1254,51,21,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
1305,1831,41,145,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
1306,2200,54,61,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
1307,1161,5,83,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
1308,628,50,142,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
1309,2084,31,121,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
1310,1616,9,74,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
1311,1343,11,90,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
1312,2534,61,75,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
1313,544,36,134,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
1314,2690,11,21,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
1315,1269,41,60,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
